date,temp_max_c,temp_min_c,rainfall_mm,humidity_pct,solar_rad,year,month,month_name,week,day_of_week,is_rainy_day
2020-02-25,30.78,21.07,0.03,64.85,4.523,2020,2,February,9,Tuesday,0
2020-02-26,29.83,21.89,0.03,65.4,4.4275,2020,2,February,9,Wednesday,0
2020-02-27,31.99,23.19,0.45,82.86,4.5036,2020,2,February,9,Thursday,0
2020-02-28,32.62,24.34,0.14,76.71,4.1568,2020,2,February,9,Friday,0
2020-02-29,32.9,23.12,0.03,79.54,4.4911,2020,2,February,9,Saturday,0
2020-03-01,31.51,24.56,0.07,85.69,3.7903,2020,3,March,9,Sunday,0
2020-03-02,31.29,24.62,2.22,86.12,4.4851,2020,3,March,10,Monday,1
2020-03-03,29.64,24.6,2.72,89.29,4.6063,2020,3,March,10,Tuesday,1
2020-03-04,32.28,24.01,1.6,83.02,5.167,2020,3,March,10,Wednesday,1
2020-03-05,32.09,24.5,0.99,83.97,5.6069,2020,3,March,10,Thursday,0
2020-03-06,30.4,23.95,1.7,87.92,4.385,2020,3,March,10,Friday,1
2020-03-07,32.51,22.48,3.2,69.04,4.6822,2020,3,March,10,Saturday,1
2020-03-08,32.82,23.17,1.18,81.29,5.166,2020,3,March,10,Sunday,1
2020-03-09,32.2,24.72,4.97,85.06,5.0633,2020,3,March,11,Monday,1
2020-03-10,31.04,24.87,4.48,86.59,5.117,2020,3,March,11,Tuesday,1
2020-03-11,31.27,25.13,3.96,86.7,4.4422,2020,3,March,11,Wednesday,1
2020-03-12,30.77,24.43,6.72,85.17,4.7081,2020,3,March,11,Thursday,1
2020-03-13,31.45,24.62,2.36,83.05,5.051,2020,3,March,11,Friday,1
2020-03-14,31.53,23.27,1.08,69.3,5.0316,2020,3,March,11,Saturday,1
2020-03-15,31.94,21.16,1.22,69.4,5.3676,2020,3,March,11,Sunday,1
2020-03-16,31.57,23.87,5.65,86.01,5.3724,2020,3,March,12,Monday,1
2020-03-17,32.27,24.62,1.1,84.22,4.2437,2020,3,March,12,Tuesday,1
2020-03-18,30.82,24.89,2.88,86.93,4.8566,2020,3,March,12,Wednesday,1
2020-03-19,31.05,24.65,3.5,87.41,4.7935,2020,3,March,12,Thursday,1
2020-03-20,30.43,24.77,5.61,86.55,4.5276,2020,3,March,12,Friday,1
2020-03-21,31.97,23.77,1.9,82.77,5.6671,2020,3,March,12,Saturday,1
2020-03-22,31.63,24.62,2.71,85.16,4.1042,2020,3,March,12,Sunday,1
2020-03-23,29.96,24.87,16.29,88.48,4.4928,2020,3,March,13,Monday,1
2020-03-24,27.78,24.05,12.14,91.82,2.9066,2020,3,March,13,Tuesday,1
2020-03-25,29.19,23.56,1.52,88.75,5.1394,2020,3,March,13,Wednesday,1
2020-03-26,31.41,23.13,0.76,81.49,5.0114,2020,3,March,13,Thursday,0
2020-03-27,30.31,23.79,2.06,85.76,6.4896,2020,3,March,13,Friday,1
2020-03-28,31.69,24.33,2.38,86.34,4.6433,2020,3,March,13,Saturday,1
2020-03-29,29.3,24.83,5.7,90.83,5.0081,2020,3,March,13,Sunday,1
2020-03-30,30.34,24.89,1.84,89.33,4.5946,2020,3,March,14,Monday,1
2020-03-31,30.96,24.77,3.86,88.26,4.673,2020,3,March,14,Tuesday,1
2020-04-01,29.7,24.54,4.91,89.05,2.4408,2020,4,April,14,Wednesday,1
2020-04-02,31.74,24.09,1.64,83.81,5.5229,2020,4,April,14,Thursday,1
2020-04-03,29.76,25.04,7.83,90.76,4.9222,2020,4,April,14,Friday,1
2020-04-04,30.0,24.55,2.55,89.64,4.3265,2020,4,April,14,Saturday,1
2020-04-05,32.97,23.72,0.56,79.61,6.7061,2020,4,April,14,Sunday,0
2020-04-06,30.92,25.25,8.9,86.47,3.87,2020,4,April,15,Monday,1
2020-04-07,30.85,24.7,3.09,86.93,6.8395,2020,4,April,15,Tuesday,1
2020-04-08,30.89,24.44,6.44,85.93,4.6582,2020,4,April,15,Wednesday,1
2020-04-09,30.1,24.45,6.09,84.42,5.1446,2020,4,April,15,Thursday,1
2020-04-10,27.59,22.85,10.56,81.9,4.368,2020,4,April,15,Friday,1
2020-04-11,32.09,22.36,0.0,75.96,5.635,2020,4,April,15,Saturday,0
2020-04-12,32.02,21.77,0.0,74.56,6.636,2020,4,April,15,Sunday,0
2020-04-13,32.33,23.63,0.03,83.83,5.5687,2020,4,April,16,Monday,0
2020-04-14,32.34,24.53,0.02,83.38,5.1528,2020,4,April,16,Tuesday,0
2020-04-15,31.33,24.79,0.02,85.32,5.5277,2020,4,April,16,Wednesday,0
2020-04-16,32.65,25.43,0.09,84.39,4.7018,2020,4,April,16,Thursday,0
2020-04-17,30.97,25.09,0.03,86.61,4.5725,2020,4,April,16,Friday,0
2020-04-18,30.67,24.16,0.1,85.94,5.3357,2020,4,April,16,Saturday,0
2020-04-19,30.01,24.54,0.18,88.2,5.0753,2020,4,April,16,Sunday,0
2020-04-20,29.48,23.54,0.05,87.23,5.4415,2020,4,April,17,Monday,0
2020-04-21,31.79,23.03,0.48,83.0,5.6174,2020,4,April,17,Tuesday,0
2020-04-22,30.68,24.62,1.36,87.8,4.9027,2020,4,April,17,Wednesday,1
2020-04-23,30.7,24.34,0.79,88.46,4.9661,2020,4,April,17,Thursday,0
2020-04-24,29.24,24.5,1.14,90.14,5.6386,2020,4,April,17,Friday,1
2020-04-25,29.48,24.33,4.23,91.01,4.1779,2020,4,April,17,Saturday,1
2020-04-26,28.01,23.93,35.1,91.24,3.8035,2020,4,April,17,Sunday,1
2020-04-27,29.56,23.15,21.8,89.33,5.855,2020,4,April,18,Monday,1
2020-04-28,31.37,23.71,6.15,85.32,5.747,2020,4,April,18,Tuesday,1
2020-04-29,30.99,24.35,10.14,87.73,6.0353,2020,4,April,18,Wednesday,1
2020-04-30,30.23,24.62,11.2,89.98,3.9226,2020,4,April,18,Thursday,1
2020-05-01,30.14,24.55,1.35,88.6,6.3293,2020,5,May,18,Friday,1
2020-05-02,29.68,24.27,1.08,89.35,5.5423,2020,5,May,18,Saturday,1
2020-05-03,29.13,24.42,1.69,91.59,4.4988,2020,5,May,18,Sunday,1
2020-05-04,31.4,23.9,0.45,80.69,4.6543,2020,5,May,19,Monday,0
2020-05-05,31.52,24.5,0.11,82.49,6.4733,2020,5,May,19,Tuesday,0
2020-05-06,32.62,23.99,2.2,85.2,5.2433,2020,5,May,19,Wednesday,1
2020-05-07,30.14,24.8,4.0,88.69,5.197,2020,5,May,19,Thursday,1
2020-05-08,31.06,24.69,4.43,86.19,5.2474,2020,5,May,19,Friday,1
2020-05-09,31.81,24.17,2.49,85.51,4.668,2020,5,May,19,Saturday,1
2020-05-10,28.84,24.62,8.53,90.25,4.3858,2020,5,May,19,Sunday,1
2020-05-11,30.9,23.76,2.62,83.84,4.9541,2020,5,May,20,Monday,1
2020-05-12,30.48,23.84,3.1,83.81,5.8704,2020,5,May,20,Tuesday,1
2020-05-13,32.0,24.14,2.12,82.3,5.8615,2020,5,May,20,Wednesday,1
2020-05-14,30.55,24.3,1.9,86.27,6.438,2020,5,May,20,Thursday,1
2020-05-15,29.54,24.73,10.02,89.98,4.3728,2020,5,May,20,Friday,1
2020-05-16,29.65,24.36,1.3,89.57,5.4262,2020,5,May,20,Saturday,1
2020-05-17,29.1,23.92,4.07,89.44,5.927,2020,5,May,20,Sunday,1
2020-05-18,31.68,23.11,0.88,85.3,5.2337,2020,5,May,21,Monday,0
2020-05-19,27.71,23.87,1.47,93.3,4.9594,2020,5,May,21,Tuesday,1
2020-05-20,30.54,23.26,2.72,86.55,4.699,2020,5,May,21,Wednesday,1
2020-05-21,28.41,23.88,7.44,90.96,4.3512,2020,5,May,21,Thursday,1
2020-05-22,30.09,22.73,13.93,85.14,4.3253,2020,5,May,21,Friday,1
2020-05-23,30.47,23.74,2.3,86.31,5.7653,2020,5,May,21,Saturday,1
2020-05-24,28.67,24.23,17.35,91.36,4.9327,2020,5,May,21,Sunday,1
2020-05-25,28.38,24.36,68.93,92.37,4.7501,2020,5,May,22,Monday,1
2020-05-26,28.63,24.42,4.93,90.41,5.2675,2020,5,May,22,Tuesday,1
2020-05-27,28.38,24.29,1.7,91.98,5.1492,2020,5,May,22,Wednesday,1
2020-05-28,28.0,24.46,0.54,93.3,5.2637,2020,5,May,22,Thursday,0
2020-05-29,29.48,24.31,1.46,89.38,4.8127,2020,5,May,22,Friday,1
2020-05-30,27.8,24.09,2.62,93.3,4.0318,2020,5,May,22,Saturday,1
2020-05-31,28.74,23.76,3.27,89.82,4.7266,2020,5,May,22,Sunday,1
2020-06-01,27.83,23.3,6.52,92.3,4.3171,2020,6,June,23,Monday,1
2020-06-02,28.39,23.66,2.79,91.25,5.6105,2020,6,June,23,Tuesday,1
2020-06-03,29.51,23.37,2.46,89.49,5.4434,2020,6,June,23,Wednesday,1
2020-06-04,28.96,24.12,1.89,89.19,4.9457,2020,6,June,23,Thursday,1
2020-06-05,30.25,23.17,7.08,86.05,5.0105,2020,6,June,23,Friday,1
2020-06-06,29.9,23.97,12.56,89.13,4.837,2020,6,June,23,Saturday,1
2020-06-07,30.32,23.07,17.89,85.36,4.7863,2020,6,June,23,Sunday,1
2020-06-08,29.44,23.12,10.98,88.95,5.371,2020,6,June,24,Monday,1
2020-06-09,28.84,22.96,5.83,88.49,5.3578,2020,6,June,24,Tuesday,1
2020-06-10,29.78,22.68,4.7,86.68,5.455,2020,6,June,24,Wednesday,1
2020-06-11,29.55,23.4,7.13,88.05,4.169,2020,6,June,24,Thursday,1
2020-06-12,26.18,22.91,10.66,93.21,3.9002,2020,6,June,24,Friday,1
2020-06-13,29.86,22.1,6.72,86.41,4.7179,2020,6,June,24,Saturday,1
2020-06-14,26.37,23.54,8.49,95.17,4.643,2020,6,June,24,Sunday,1
2020-06-15,31.04,22.72,3.0,85.59,5.6777,2020,6,June,25,Monday,1
2020-06-16,29.21,23.8,4.55,90.12,4.1494,2020,6,June,25,Tuesday,1
2020-06-17,27.76,24.06,7.91,93.41,3.0142,2020,6,June,25,Wednesday,1
2020-06-18,27.63,23.46,4.15,91.27,2.8442,2020,6,June,25,Thursday,1
2020-06-19,29.86,22.59,1.29,85.22,5.1612,2020,6,June,25,Friday,1
2020-06-20,28.97,22.21,8.92,87.57,3.4385,2020,6,June,25,Saturday,1
2020-06-21,27.74,22.35,9.03,90.58,3.8249,2020,6,June,25,Sunday,1
2020-06-22,28.15,22.9,6.26,90.75,2.2538,2020,6,June,26,Monday,1
2020-06-23,30.13,22.49,2.09,85.72,4.8065,2020,6,June,26,Tuesday,1
2020-06-24,28.58,22.59,1.58,88.93,4.7352,2020,6,June,26,Wednesday,1
2020-06-25,29.29,23.15,24.09,90.1,3.7051,2020,6,June,26,Thursday,1
2020-06-26,28.04,23.52,20.79,92.68,4.266,2020,6,June,26,Friday,1
2020-06-27,27.43,22.96,22.79,92.44,5.5764,2020,6,June,26,Saturday,1
2020-06-28,28.97,22.65,27.8,89.25,3.437,2020,6,June,26,Sunday,1
2020-06-29,27.08,22.82,40.54,92.08,3.9653,2020,6,June,27,Monday,1
2020-06-30,26.99,22.04,12.4,90.35,3.1942,2020,6,June,27,Tuesday,1
2020-07-01,28.47,21.75,3.05,84.22,4.4326,2020,7,July,27,Wednesday,1
2020-07-02,29.22,22.75,5.08,87.47,4.5341,2020,7,July,27,Thursday,1
2020-07-03,27.48,23.83,9.49,93.34,4.183,2020,7,July,27,Friday,1
2020-07-04,26.86,23.06,32.61,92.94,2.7845,2020,7,July,27,Saturday,1
2020-07-05,27.42,22.67,10.02,92.2,4.4143,2020,7,July,27,Sunday,1
2020-07-06,28.07,22.57,14.16,90.47,5.0014,2020,7,July,28,Monday,1
2020-07-07,28.4,22.76,15.97,90.85,3.9398,2020,7,July,28,Tuesday,1
2020-07-08,27.37,22.88,10.72,91.99,4.3522,2020,7,July,28,Wednesday,1
2020-07-09,29.2,22.65,15.79,90.62,4.2002,2020,7,July,28,Thursday,1
2020-07-10,25.68,22.87,24.75,94.15,1.8271,2020,7,July,28,Friday,1
2020-07-11,27.26,22.29,6.35,91.68,3.3175,2020,7,July,28,Saturday,1
2020-07-12,28.85,21.84,8.09,88.45,4.6982,2020,7,July,28,Sunday,1
2020-07-13,29.03,22.23,8.25,89.19,4.1918,2020,7,July,29,Monday,1
2020-07-14,26.7,22.71,15.92,92.95,4.0214,2020,7,July,29,Tuesday,1
2020-07-15,27.05,22.32,18.71,91.54,4.2905,2020,7,July,29,Wednesday,1
2020-07-16,28.09,21.92,11.85,89.29,3.4514,2020,7,July,29,Thursday,1
2020-07-17,28.69,21.8,5.64,87.67,3.5455,2020,7,July,29,Friday,1
2020-07-18,27.93,22.3,8.0,88.99,4.3418,2020,7,July,29,Saturday,1
2020-07-19,28.71,22.96,42.87,90.22,4.0061,2020,7,July,29,Sunday,1
2020-07-20,27.07,22.63,22.25,93.0,3.1843,2020,7,July,30,Monday,1
2020-07-21,26.83,22.59,13.82,92.76,3.942,2020,7,July,30,Tuesday,1
2020-07-22,28.25,22.01,5.71,89.27,4.007,2020,7,July,30,Wednesday,1
2020-07-23,28.69,22.38,8.72,90.18,3.7334,2020,7,July,30,Thursday,1
2020-07-24,28.31,22.71,7.69,90.67,4.5962,2020,7,July,30,Friday,1
2020-07-25,27.84,22.9,6.5,90.75,3.6907,2020,7,July,30,Saturday,1
2020-07-26,27.16,22.6,6.79,92.05,4.315,2020,7,July,30,Sunday,1
2020-07-27,27.13,22.46,9.39,92.62,4.0963,2020,7,July,31,Monday,1
2020-07-28,29.16,22.29,7.65,89.96,3.4435,2020,7,July,31,Tuesday,1
2020-07-29,28.57,22.33,3.59,89.52,3.9648,2020,7,July,31,Wednesday,1
2020-07-30,28.93,22.08,6.58,88.99,3.9079,2020,7,July,31,Thursday,1
2020-07-31,27.37,22.22,5.12,91.79,3.533,2020,7,July,31,Friday,1
2020-08-01,29.09,20.98,1.34,87.66,4.1834,2020,8,August,31,Saturday,1
2020-08-02,27.01,21.94,3.37,91.39,3.9252,2020,8,August,31,Sunday,1
2020-08-03,28.66,22.15,2.17,89.23,4.1599,2020,8,August,32,Monday,1
2020-08-04,28.92,21.51,0.1,87.2,5.154,2020,8,August,32,Tuesday,0
2020-08-05,28.67,20.27,0.15,87.23,3.9554,2020,8,August,32,Wednesday,0
2020-08-06,26.28,20.94,0.09,88.52,3.9542,2020,8,August,32,Thursday,0
2020-08-07,27.67,19.74,0.08,87.18,4.0702,2020,8,August,32,Friday,0
2020-08-08,28.88,20.35,0.07,86.9,5.1636,2020,8,August,32,Saturday,0
2020-08-09,28.45,19.93,0.05,85.91,6.0084,2020,8,August,32,Sunday,0
2020-08-10,28.74,19.91,0.24,86.76,4.4237,2020,8,August,33,Monday,0
2020-08-11,29.12,20.59,0.08,86.44,5.479,2020,8,August,33,Tuesday,0
2020-08-12,30.04,19.72,0.03,83.03,6.2568,2020,8,August,33,Wednesday,0
2020-08-13,29.94,20.71,0.12,86.19,4.8782,2020,8,August,33,Thursday,0
2020-08-14,28.32,21.78,1.09,89.04,3.7838,2020,8,August,33,Friday,1
2020-08-15,29.63,20.96,1.15,87.92,4.349,2020,8,August,33,Saturday,1
2020-08-16,29.48,21.33,1.09,86.95,5.028,2020,8,August,33,Sunday,1
2020-08-17,29.99,21.52,4.12,87.47,4.1105,2020,8,August,34,Monday,1
2020-08-18,29.64,22.59,4.03,88.37,4.357,2020,8,August,34,Tuesday,1
2020-08-19,29.43,22.68,6.7,88.79,4.3627,2020,8,August,34,Wednesday,1
2020-08-20,27.86,22.55,53.25,91.91,3.6312,2020,8,August,34,Thursday,1
2020-08-21,26.82,22.7,8.02,92.13,2.6554,2020,8,August,34,Friday,1
2020-08-22,29.82,22.28,9.3,88.3,4.9884,2020,8,August,34,Saturday,1
2020-08-23,26.46,22.26,6.48,91.66,4.4772,2020,8,August,34,Sunday,1
2020-08-24,27.18,21.76,1.98,90.95,4.147,2020,8,August,35,Monday,1
2020-08-25,29.7,20.56,0.34,84.67,5.1216,2020,8,August,35,Tuesday,0
2020-08-26,29.12,21.23,0.75,85.63,4.2619,2020,8,August,35,Wednesday,0
2020-08-27,27.13,22.14,2.14,90.89,4.0781,2020,8,August,35,Thursday,1
2020-08-28,27.59,22.17,9.68,91.49,4.5763,2020,8,August,35,Friday,1
2020-08-29,27.31,21.38,19.11,89.3,3.8294,2020,8,August,35,Saturday,1
2020-08-30,28.86,21.54,10.76,87.55,4.2804,2020,8,August,35,Sunday,1
2020-08-31,29.37,21.74,11.39,88.2,3.4709,2020,8,August,36,Monday,1
2020-09-01,26.72,22.89,43.46,93.66,2.1857,2020,9,September,36,Tuesday,1
2020-09-02,29.43,21.98,8.6,87.48,4.3536,2020,9,September,36,Wednesday,1
2020-09-03,29.18,22.8,4.06,89.05,4.8458,2020,9,September,36,Thursday,1
2020-09-04,28.5,22.95,37.0,90.8,4.2905,2020,9,September,36,Friday,1
2020-09-05,27.82,22.51,5.16,91.31,3.2604,2020,9,September,36,Saturday,1
2020-09-06,28.92,22.31,2.64,88.42,4.6034,2020,9,September,36,Sunday,1
2020-09-07,29.68,21.85,1.78,84.85,5.4355,2020,9,September,37,Monday,1
2020-09-08,26.47,23.2,15.83,94.05,3.515,2020,9,September,37,Tuesday,1
2020-09-09,26.56,22.33,15.4,92.91,2.6717,2020,9,September,37,Wednesday,1
2020-09-10,27.73,21.86,3.39,88.25,3.8534,2020,9,September,37,Thursday,1
2020-09-11,28.0,22.83,21.03,91.58,4.5662,2020,9,September,37,Friday,1
2020-09-12,26.68,22.54,8.36,92.57,1.8811,2020,9,September,37,Saturday,1
2020-09-13,28.49,22.56,8.52,89.88,3.5554,2020,9,September,37,Sunday,1
2020-09-14,29.19,22.6,8.12,89.07,3.7678,2020,9,September,38,Monday,1
2020-09-15,27.84,23.07,26.14,92.0,3.1358,2020,9,September,38,Tuesday,1
2020-09-16,28.52,22.64,7.65,91.35,3.09,2020,9,September,38,Wednesday,1
2020-09-17,29.56,22.11,7.81,85.45,4.6968,2020,9,September,38,Thursday,1
2020-09-18,29.25,23.1,5.04,88.43,4.5794,2020,9,September,38,Friday,1
2020-09-19,25.49,22.91,50.11,95.53,4.7333,2020,9,September,38,Saturday,1
2020-09-20,26.91,22.29,11.6,91.82,2.9808,2020,9,September,38,Sunday,1
2020-09-21,27.93,22.25,1.48,86.06,4.8077,2020,9,September,39,Monday,1
2020-09-22,29.97,21.68,5.47,86.51,4.1165,2020,9,September,39,Tuesday,1
2020-09-23,26.58,23.21,166.87,93.77,4.5797,2020,9,September,39,Wednesday,1
2020-09-24,28.99,22.25,18.43,84.31,3.1111,2020,9,September,39,Thursday,1
2020-09-25,27.72,22.86,25.23,91.72,4.0843,2020,9,September,39,Friday,1
2020-09-26,27.08,22.79,15.12,93.72,2.232,2020,9,September,39,Saturday,1
2020-09-27,26.69,22.22,43.92,92.28,4.7491,2020,9,September,39,Sunday,1
2020-09-28,27.53,21.72,11.33,90.84,4.47,2020,9,September,40,Monday,1
2020-09-29,27.25,22.81,30.67,93.28,3.781,2020,9,September,40,Tuesday,1
2020-09-30,28.5,22.63,2.34,90.88,2.4343,2020,9,September,40,Wednesday,1
2020-10-01,28.72,22.72,2.32,90.53,3.8239,2020,10,October,40,Thursday,1
2020-10-02,28.5,23.05,4.15,90.43,3.9118,2020,10,October,40,Friday,1
2020-10-03,27.32,23.22,7.04,90.88,4.2526,2020,10,October,40,Saturday,1
2020-10-04,29.02,23.01,7.9,88.86,3.8892,2020,10,October,40,Sunday,1
2020-10-05,28.63,23.26,7.86,88.0,5.1163,2020,10,October,41,Monday,1
2020-10-06,27.71,22.53,11.72,91.47,2.875,2020,10,October,41,Tuesday,1
2020-10-07,27.74,21.84,3.27,90.91,3.7073,2020,10,October,41,Wednesday,1
2020-10-08,28.26,22.08,2.93,89.96,4.2782,2020,10,October,41,Thursday,1
2020-10-09,28.02,21.75,4.41,83.45,4.637,2020,10,October,41,Friday,1
2020-10-10,27.82,22.1,3.44,88.74,3.9502,2020,10,October,41,Saturday,1
2020-10-11,27.73,22.46,2.89,92.3,5.1396,2020,10,October,41,Sunday,1
2020-10-12,30.26,21.44,0.35,86.12,5.0078,2020,10,October,42,Monday,0
2020-10-13,28.54,22.68,9.04,91.75,4.237,2020,10,October,42,Tuesday,1
2020-10-14,26.73,22.78,15.0,93.55,3.5515,2020,10,October,42,Wednesday,1
2020-10-15,27.65,22.01,7.87,90.45,5.1509,2020,10,October,42,Thursday,1
2020-10-16,27.67,22.3,10.03,91.59,4.4561,2020,10,October,42,Friday,1
2020-10-17,27.56,22.18,7.3,87.37,4.1098,2020,10,October,42,Saturday,1
2020-10-18,30.22,22.21,0.66,85.39,4.7803,2020,10,October,42,Sunday,0
2020-10-19,27.2,23.42,0.92,93.13,5.0618,2020,10,October,43,Monday,0
2020-10-20,28.1,22.91,1.13,91.7,5.3582,2020,10,October,43,Tuesday,1
2020-10-21,28.33,22.96,0.85,90.51,5.1982,2020,10,October,43,Wednesday,0
2020-10-22,29.37,22.81,0.35,88.13,5.4946,2020,10,October,43,Thursday,0
2020-10-23,28.66,23.01,3.73,88.39,4.7827,2020,10,October,43,Friday,1
2020-10-24,28.48,23.67,43.01,88.81,3.0396,2020,10,October,43,Saturday,1
2020-10-25,29.05,23.51,22.16,89.69,3.9538,2020,10,October,43,Sunday,1
2020-10-26,29.34,23.15,4.2,91.23,4.4347,2020,10,October,44,Monday,1
2020-10-27,29.6,23.48,3.26,86.48,5.3064,2020,10,October,44,Tuesday,1
2020-10-28,30.54,22.81,8.74,86.88,5.209,2020,10,October,44,Wednesday,1
2020-10-29,28.7,23.69,4.1,90.26,5.1446,2020,10,October,44,Thursday,1
2020-10-30,30.51,22.71,1.52,84.12,5.4235,2020,10,October,44,Friday,1
2020-10-31,30.6,23.02,2.1,83.67,5.2546,2020,10,October,44,Saturday,1
2020-11-01,28.02,23.41,3.61,91.19,5.2058,2020,11,November,44,Sunday,1
2020-11-02,29.46,23.13,0.1,85.5,5.2498,2020,11,November,45,Monday,0
2020-11-03,30.14,23.73,0.27,86.08,5.7161,2020,11,November,45,Tuesday,0
2020-11-04,28.43,23.47,0.36,90.38,4.3255,2020,11,November,45,Wednesday,0
2020-11-05,29.22,22.75,0.27,86.21,4.6061,2020,11,November,45,Thursday,0
2020-11-06,30.89,22.68,0.12,81.24,5.6734,2020,11,November,45,Friday,0
2020-11-07,27.56,23.07,7.48,89.64,5.1809,2020,11,November,45,Saturday,1
2020-11-08,28.83,22.91,1.57,78.78,5.112,2020,11,November,45,Sunday,1
2020-11-09,30.08,22.35,1.92,77.69,4.5682,2020,11,November,46,Monday,1
2020-11-10,30.68,22.21,2.53,81.97,5.2039,2020,11,November,46,Tuesday,1
2020-11-11,29.49,23.18,3.8,83.25,5.4082,2020,11,November,46,Wednesday,1
